Control_Word,Category,Action,Function
\wmetafile,Pictures,Value,cw_not_coded
\wpeqn,Fields,Flag,cw_not_coded
\wpjst,Document Formatting Properties,Flag,cw_not_coded
\wpsp,Document Formatting Properties,Flag,cw_not_coded
\wraptrsp,Document Formatting Properties,Flag,cw_not_coded
\wrppunct,Document Formatting Properties,Flag,cw_not_coded
\xe,Index Entries,Destination,cw_not_coded
\xef,Index Entries,Value,cw_not_coded
\yr,Information Group,Value,cw_not_coded
\ytsN,Paragraph Formatting Properties,Value,cw_not_coded
\yxe,Index Entries,Flag,cw_not_coded
\zwbo,Special Characters,Symbol,cw_not_coded
\zwj,Special Characters,Symbol,cw_not_coded
\zwnbo,Special Characters,Symbol,cw_not_coded
\zwnj,Special Characters,Symbol,cw_not_coded
